Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Avg_Satisfaction_with_previous_vote,Garden_sqr_meter_per_person_in_residancy_area,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Overall_happiness_score,Num_of_kids_born_last_10_years,Looking_at_poles_results_int,Married_int,Gender_int,Voting_Time_int,Financial_agenda_matters_int,Most_Important_Issue_int,Age_group_int,Will_vote_only_large_party_int,Main_transportation_int,Occupation_int,Avg_environmental_importance_isNull,Avg_education_importance_isNull,Yearly_ExpensesK_isNull,Garden_sqr_meter_per_person_in_residancy_area_isNull,Num_of_kids_born_last_10_years_isNull,%Time_invested_in_work_isNull,Weighted_education_rank_isNull,Avg_monthly_expense_on_pets_or_plants_isNull,%_satisfaction_financial_policy_isNull,Political_interest_Total_Score_isNull,Avg_size_per_room_isNull,Avg_government_satisfaction_isNull,Occupation_Satisfaction_isNull,Avg_monthly_expense_when_under_age_21_isNull,Financial_balance_score_(0-1)_isNull,Avg_monthly_household_cost_isNull,Yearly_IncomeK_isNull,%Of_Household_Income_isNull,Number_of_valued_Kneset_members_isNull,AVG_lottary_expanses_isNull,Overall_happiness_score_isNull,Phone_minutes_10_years_isNull,Avg_Residancy_Altitude_isNull,Avg_monthly_income_all_years_isNull,Avg_Satisfaction_with_previous_vote_isNull,Last_school_grades_isNull,Number_of_differnt_parties_voted_for_isNull
Purples,0.833333333333,-1.03225447224,-0.866127255173,0.290277450091,-0.338848384324,0.783083780765,0.274772876298,0.911011993748,0.598538266097,0.882436283139,0.895491286085,0.285183597657,0.721801787959,-0.291646359168,-0.367162474336,-0.243878740625,0.174709432089,-0.193420399613,0.200605037662,0.310950697306,0.0007537999991,0.857142857143,-1.60906536526,-0.130172119023,0.909090909091,0.261715672668,0.0,0,1,0,1,1,0.142857142857,0.0,0.0335335510733,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blues,0.777777777778,3.7014617299,6.56713569829,0.933707178348,2.57957657681,0.224312310238,0.523669085496,0.0652782763609,0.192417797952,0.938527628758,0.441148244576,0.562794684955,0.811316782366,-2.90871198862,2.01799705377,-2.10574964102,0.754457757408,0.014646893123,0.553590236454,0.997088042381,0.826568399715,0.714285714286,0.000804935150205,-2.39412662769,0.545454545455,-1.09433417678,0.4,1,0,1,0,1,0.571428571429,0.0,1.84615793341,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yellows,1.0,1.49386459464,0.121572156447,0.633639839246,-1.55391007262,0.364208999962,0.52352903717,0.178042725259,0.593473904604,0.217260287993,0.302147052475,0.689527075296,0.279304003032,1.09317535166,-1.31603618718,1.01125311557,0.0530710422936,0.97494330802,0.433188142657,0.599596695844,0.247975920038,0.571428571429,0.805740085355,1.44610827056,0.727272727273,1.7319929379,0.4,1,1,0,0,0,1.0,0.0,1.84615793341,0.666666666667,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greens,0.0,-0.2226552343,-0.428434936199,0.400322115935,-0.96695661604,0.986838814846,0.373992618456,0.491498503922,0.0521458225197,0.432795426414,0.915112839772,0.332333190456,0.721452275707,0.57058278647,-0.835771800171,0.517537885408,0.103041163018,0.554337733157,0.295282467744,0.121197331026,0.0317742119585,1.0,0.805740085355,0.77968261181,0.636363636364,0.990665749902,0.0,0,1,1,0,0,0.0,1.0,0.0335335510733,0.333333333333,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Purples,0.666666666667,-0.821301488604,-0.684322998107,0.318951205581,-0.0837959390663,0.224910798681,0.884237165063,0.00988605181131,0.129221746665,0.404215675098,0.0884137666019,0.623517645378,0.0594053783245,-0.43250655133,-0.145570642063,-0.207783665156,0.209181383169,-0.323131788065,0.192879978094,0.69972616358,0.00445542150961,0.857142857143,0.805740085355,-0.0415750376403,0.909090909091,0.497933622769,0.1,0,1,1,1,1,0.142857142857,0.0,0.0335335510733,0.666666666667,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Browns,0.777777777778,-0.640500434413,-0.646529148095,0.343526564178,-0.826837448307,0.594560125466,0.344732945135,0.788926672806,0.69479363181,0.781502314654,0.655437141551,0.378054007715,0.325383104899,-0.747109769488,-0.899590176521,-1.02214405067,0.117398911895,-0.621851542653,0.324969944815,0.00578903259507,0.0100852271411,1.0,0.000804935150205,-1.03520504723,0.363636363636,-0.863744589194,0.2,0,1,1,1,1,0.0,0.5,0.0335335510733,0.666666666667,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Browns,0.444444444444,0.374596234278,0.0341671938423,0.392832612827,-0.682117868185,0.320598677873,0.101145691854,0.50042976315,0.83612704122,0.0801629266618,0.395233154508,0.0167166738105,0.977121835672,-0.587465978766,-0.738015941485,-0.783910522546,0.133210782386,0.014646893123,0.281787098026,0.388129088995,0.0838086325699,0.857142857143,-1.60906536526,-0.770911359185,0.363636363636,-0.579132042366,0.0,0,1,0,0,0,0.142857142857,0.5,0.0335335510733,0.333333333333,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Greens,0.666666666667,-0.791911801208,-0.747908460451,0.322945994826,-0.912502912474,0.792147284456,0.960584171521,0.163792658189,0.92853374825,0.648551884967,0.742291896269,0.271753107587,0.233329334147,0.859923674315,-0.740676200957,0.881785755018,0.108509723281,0.789896216492,0.31982863578,0.186096043553,0.00521618129783,0.428571428571,-0.804130215055,1.19971186809,0.454545454545,1.42530340436,0.0,0,1,1,0,0,0.285714285714,0.5,0.0335335510733,1.0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Purples,0.666666666667,-0.78399307675,-0.595427337275,0.324022346366,0.459257674641,0.93912928177,0.287819188098,0.934228246561,0.372742999815,0.977389715385,0.762702172845,0.422060294328,0.8424046825,0.136312181611,0.456205669186,0.0839766387921,0.292911108139,0.014646893123,0.103508013259,0.725490674746,0.00543140898615,0.571428571429,-0.804130215055,-0.0815875386126,0.545454545455,-0.515771729914,0.0,0,1,1,0,1,1.0,1.0,0.0335335510733,0.666666666667,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greens,0.0,-0.21848906074,-0.367659887018,0.400888402507,-0.745068718076,0.197918938652,0.48559393058,0.835989750767,0.473353102043,0.442372695446,0.682247636862,0.859979997142,0.251667783471,1.23695194889,-0.524968932928,1.2768412783,0.126210141308,1.08698610966,0.322626285437,0.756319714235,0.0320514601328,0.428571428571,0.000804935150205,1.58048276506,0.363636363636,1.60449991147,0.1,0,1,0,0,0,0.285714285714,0.0,0.0335335510733,1.0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pinks,1.0,-0.812408041017,-0.270399256966,0.320160046229,-1.07571220975,0.755111244961,0.837654194133,0.581718647515,0.141647340124,0.522854459137,0.160708515226,0.167595370767,0.521951634209,-0.0146078481917,-1.02679231067,-0.492416079131,0.0925424464971,0.0550698448704,0.327435823331,0.445737015687,0.00467930688653,0.428571428571,0.805740085355,-0.547951080109,0.0,-0.936161587753,0.0,0,1,0,0,0,0.285714285714,0.0,0.0335335510733,0.666666666667,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Pinks,0.777777777778,0.83888331982,0.260938604282,0.544611598921,-0.817241695822,0.614334590939,0.261063024819,0.31410315649,0.275531819239,0.952646267829,0.00623453023856,0.817831118731,0.780900857771,-0.512575734697,-0.8553732068,-0.455285075068,0.118416419874,-0.397941614117,0.287640592725,0.0518920985759,0.141357349476,0.571428571429,1.61067523556,-0.21008107375,0.272727272727,0.558306568331,0.4,0,1,0,0,0,1.0,0.5,0.0335335510733,0.0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greys,0.444444444444,-0.54277157114,-0.345105644815,0.356810346571,0.562489920954,0.642349763605,0.432178388765,0.412037962458,0.129650774857,0.484903048764,0.270541281598,0.99128446921,0.861610642344,-0.375928511235,0.477790821259,-0.309780243631,0.310418328128,-0.270746395699,0.14218009879,0.437696439699,0.0140726687151,0.0,-0.804130215055,-0.442961743599,0.181818181818,-0.493981584113,0.0,0,1,0,0,1,0.714285714286,0.0,-1.77909083127,0.666666666667,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reds,0.333333333333,-0.784580197673,-0.546341619132,0.323942542035,0.920651165005,0.373621849081,0.884457914101,0.0852599735342,0.358967601131,0.295568408872,0.109199792709,0.788112587513,0.28442267637,0.0217081330937,0.878045036279,0.260840824093,0.375098749477,0.014646893123,0.0704921639551,0.739068798379,0.00541530194406,0.142857142857,0.000804935150205,0.176189937898,0.409090909091,0.129700623971,0.0,0,0,1,1,1,0.428571428571,1.0,-1.77909083127,0.666666666667,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Greens,0.888888888889,0.13996895711,-0.149235823185,0.449611759626,-0.767808576246,0.461151913657,0.0658613160137,0.550912766383,0.710578512327,0.177947244839,0.808439349422,0.632233176168,0.525803411702,0.730122216891,-0.622428190698,0.775588843358,0.123727740565,0.685075724518,0.2896944272,0.770913191374,0.0604154652503,0.428571428571,-1.60906536526,1.06322316725,0.454545454545,1.30504025235,0.1,0,0,1,0,1,0.285714285714,1.0,0.0335335510733,1.0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Purples,0.555555555556,1.01391347124,0.629912229048,0.568402548348,-0.382279830658,0.408367882547,0.846880416682,0.228938010805,0.707501711346,0.988835709109,0.708257952018,0.374910701529,0.239267611829,-0.172071687115,-0.390595683538,-0.318974765368,0.169148449219,-0.085125759316,0.207011916624,0.408618457085,0.166934562021,1.0,2.41561038576,-0.332299278405,0.727272727273,-0.366520928208,0.1,0,1,0,1,1,0.0,0.5,0.0335335510733,0.0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Purples,0.555555555556,0.771792643548,0.641828889847,0.535492307912,-0.0289373908275,0.383219636164,0.731230596157,0.152402068808,0.281499070286,0.625045521488,0.827943828876,0.279182740391,0.817556712927,-0.0646563042082,-0.0383445355659,0.0263637216211,0.217001172962,0.0107992196177,0.144686357472,0.0190321159155,0.132116916363,0.571428571429,-1.60906536526,0.0962730455912,0.454545454545,0.315164238938,0.0,0,1,1,1,1,1.0,0.5,0.0335335510733,0.333333333333,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Browns,0.555555555556,-0.62495645356,-0.45521531695,0.345639377653,0.373582950564,0.770765661786,0.0748384257618,0.494429946939,0.719208819115,0.78001258141,0.54695313299,0.306186598085,0.723506229538,0.25541603752,0.392510410782,2.30993009515e-14,0.27876731869,0.289499193987,0.107753110852,0.560103055163,0.0106751189244,0.571428571429,0.000804935150205,-0.0217226656891,0.181818181818,-0.559520256811,0.0,0,1,0,0,1,1.0,0.5,0.0335335510733,0.0,0.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pinks,0.666666666667,0.998891113135,2.31758496104,0.566360636374,2.45969274948,0.0242694685851,0.963548272668,0.647556346743,0.908104147597,0.0935874385899,0.699195178586,0.320188598371,0.832096530793,2.26095367959,2.67733910189,2.39191598541,0.722644390967,1.84559451374,0.342915194664,0.53798314518,0.164655949462,0.428571428571,0.000804935150205,1.90656307904,0.0,-0.0953399854284,0.1,0,0,0,0,0,0.285714285714,0.5,0.0335335510733,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reds,0.777777777778,-0.0815239690269,0.0226095372631,0.419505363892,0.264430368704,0.15406977431,0.952391189741,0.762005586244,0.844688870981,0.590925478909,0.334390648591,0.473924846407,0.590511646137,0.000729171063724,0.250556924428,0.107258014024,0.26125461734,0.0685834389714,0.0996851703586,0.848188235864,0.0418367468143,0.142857142857,-0.804130215055,0.10881768853,0.363636363636,0.167993781734,0.0,0,1,1,0,1,0.428571428571,1.0,-1.77909083127,0.666666666667,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yellows,0.555555555556,1.22713698939,0.0734513399722,0.59738492593,-1.46117873902,0.5019812208,0.390012509526,0.593355221742,0.354974957118,0.844734724102,0.930209031569,0.0450064294899,0.349290626235,1.12301144217,-1.22334501116,0.886840481445,0.0598731150174,0.998317667928,0.379898198565,0.403984973024,0.20096500778,0.714285714286,0.000804935150205,1.18148767213,0.545454545455,1.08208175195,0.0,1,1,1,0,1,0.571428571429,1.0,1.84615793341,0.666666666667,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greys,0.444444444444,-0.673730889281,-0.539682460364,0.339009719139,0.0937725849513,0.55137149284,0.367275694886,0.112596312015,0.581843686238,0.520883639801,0.0129729707972,0.111158736962,0.706664030399,-0.374631070741,-1.24396088159e-14,-0.534591215491,0.235012277102,-0.269549643051,0.209661801095,0.193641932861,0.00888036599984,0.0,0.000804935150205,-0.703655086069,0.0,-0.958936542976,0.0,0,1,0,1,1,0.714285714286,0.0,-1.77909083127,0.0,0.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Greens,0.666666666667,-0.370289424623,-0.489736190716,0.380254958779,-0.862900536162,0.302446463628,0.687883170496,0.721488527561,0.158874217553,0.917846229076,0.389061822369,0.608229747107,0.991174297601,0.79462341107,-0.703252094333,0.844751081757,0.113614133222,0.737333039774,0.314376699423,0.0455311680593,0.0227270291545,0.857142857143,0.805740085355,1.16629436044,0.636363636364,1.44737627728,0.0,0,1,1,0,1,0.142857142857,0.0,0.0335335510733,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yellows,0.666666666667,2.61890845846,3.23015205593,0.78656127278,0.984515691816,0.860463397531,0.653055138256,0.326954110494,0.696994627271,0.72471728526,0.0469084272321,0.499214173453,0.623682485228,-0.821386862037,0.812677301008,-0.0344314396984,0.387274605809,-0.694333167426,0.273769124278,0.883897801384,0.500587507593,0.428571428571,2.41561038576,0.228351695692,0.454545454545,1.60736173563,0.1,1,0,1,1,1,0.285714285714,1.0,1.84615793341,0.666666666667,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greens,0.777777777778,0.40422588859,0.153662941373,0.485530846946,-0.451286522857,0.869464728005,0.410045527811,0.646401071996,0.301208735442,0.875006237225,0.753666465784,0.0718674096299,0.35399470392,1.21663121877,-0.248495168494,1.271603256,0.160497773908,1.07124089125,0.26919356283,0.295951386327,0.0287604104937,0.857142857143,0.000804935150205,1.50195282566,0.636363636364,1.39780906613,0.0,0,1,1,1,0,0.142857142857,1.0,0.0335335510733,0.333333333333,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Pinks,0.555555555556,-0.632076794082,-0.188040011079,0.34467154634,2.2052276134,0.542226297509,0.469341181311,0.995860404203,0.616864493754,0.0618927349651,0.840135615996,0.316616659523,0.0802050818951,2.05274839605,2.40408441477,2.17249927742,0.657388380439,1.69650116742,0.293816525053,0.511016821616,0.0104028222139,1.0,0.000804935150205,1.74014513698,0.363636363636,-0.0607985514647,0.0,0,0,1,0,0,0.0,1.0,0.0335335510733,1.0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pinks,0.222222222222,-0.29217392334,-0.467986080316,0.390872797622,-0.966274161676,0.211968989286,0.409913110685,0.609138903094,0.104404315692,0.0278235274544,0.0068555478572,0.645235033576,0.0804959341881,-0.676164873626,-1.02164110046,-1.08675274202,0.103108824245,-0.553342715332,0.359992462172,0.222154205865,0.0273256335609,0.714285714286,0.805740085355,-1.15787676359,0.181818181818,-1.21624411782,0.1,0,1,1,0,0,0.571428571429,0.0,0.0335335510733,1.0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greens,0.888888888889,0.976903220972,0.497511324913,0.563371935135,-0.560269077083,0.350867544826,0.493936517336,0.202131085732,0.326362233185,0.848001408516,0.664072138903,0.970281468781,0.966694399013,0.965411713788,-0.38976815346,1.08323461392,0.147298168148,0.874099146254,0.290249522361,0.665243610631,0.161349026922,0.571428571429,0.000804935150205,1.37838469669,0.363636363636,1.56292724084,0.0,0,1,0,1,0,1.0,1.0,0.0335335510733,1.0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Purples,0.666666666667,0.204298777317,0.294722377972,0.458355781652,0.296328697912,0.19026096893,0.0107323008348,0.965111089477,0.990856867313,0.0733718343802,0.795554201123,0.0620088584083,0.211556398939,0.685852033282,0.383403236222,0.408798275193,0.266313713137,0.64901164698,0.143540836268,0.349150670005,0.0664493102475,0.571428571429,-0.804130215055,0.150291218433,0.545454545455,-0.376257467762,0.2,0,1,1,0,1,1.0,0.5,0.0335335510733,1.0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Oranges,0.555555555556,0.0743884228724,-0.0692963343256,0.440697734467,-0.415724796204,0.611325745237,0.286218575818,0.542087078812,0.198441720052,0.128472215886,0.548916455252,0.949992856122,0.726608867521,-0.34081418124,-0.447660874905,-0.392248531942,0.164927435746,-0.238428093661,0.214334145071,0.45892831059,0.0545598760901,0.0,0.000804935150205,-0.333502265769,0.363636363636,-0.085599993815,0.0,0,1,1,0,1,0.714285714286,0.5,-1.77909083127,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Purples,1.0,-0.201441451512,-0.103570529122,0.403205596463,0.200622164093,0.802672696278,0.811636446191,0.0429950160463,0.213545701809,0.811104658267,0.968426405309,0.750964423489,0.0537276319394,0.0860699623262,0.202615081767,0.2950446294,0.251280182042,0.143333254264,0.127434035738,0.193547710343,0.0331984812383,0.428571428571,-0.804130215055,0.395883948899,0.272727272727,0.672125585663,0.0,0,1,1,1,0,0.285714285714,1.0,0.0335335510733,0.0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blues,0.0,1.45687213636,1.26684886294,0.628611644406,0.0498873371979,0.674609302243,0.0332523573848,0.36803300121,0.459479744351,0.52526639365,0.911372468539,0.61994570653,0.0430010555684,0.434101201306,0.111268032814,0.83698858269,0.228488427293,0.440755097216,0.254213331303,0.822150272185,0.241161141099,1.0,0.000804935150205,1.14406709424,0.636363636364,1.777132129,0.0,1,1,0,1,0,0.0,0.0,1.84615793341,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
