Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Avg_Satisfaction_with_previous_vote,Garden_sqr_meter_per_person_in_residancy_area,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Overall_happiness_score,Num_of_kids_born_last_10_years,Looking_at_poles_results_int,Married_int,Gender_int,Voting_Time_int,Financial_agenda_matters_int,Most_Important_Issue_int,Age_group_int,Will_vote_only_large_party_int,Main_transportation_int,Occupation_int,Avg_environmental_importance_isNull,Avg_education_importance_isNull,Yearly_ExpensesK_isNull,Garden_sqr_meter_per_person_in_residancy_area_isNull,Num_of_kids_born_last_10_years_isNull,%Time_invested_in_work_isNull,Weighted_education_rank_isNull,Avg_monthly_expense_on_pets_or_plants_isNull,%_satisfaction_financial_policy_isNull,Political_interest_Total_Score_isNull,Avg_size_per_room_isNull,Avg_government_satisfaction_isNull,Occupation_Satisfaction_isNull,Avg_monthly_expense_when_under_age_21_isNull,Financial_balance_score_(0-1)_isNull,Avg_monthly_household_cost_isNull,Yearly_IncomeK_isNull,%Of_Household_Income_isNull,Number_of_valued_Kneset_members_isNull,AVG_lottary_expanses_isNull,Overall_happiness_score_isNull,Phone_minutes_10_years_isNull,Avg_Residancy_Altitude_isNull,Avg_monthly_income_all_years_isNull,Avg_Satisfaction_with_previous_vote_isNull,Last_school_grades_isNull,Number_of_differnt_parties_voted_for_isNull
Blues,1.0,1.49201248072,1.69502091526,0.633388090914,0.593078185737,0.596728779369,0.793307313161,0.450229062945,0.211415211941,0.466147462571,0.84495636752,0.0797256750964,0.441244511595,2.00365121071,0.862888453944,2.28172158801,0.315703395838,1.66098401926,0.302285605694,0.416872621458,0.247632464262,0.714285714286,-1.60906536526,2.42351237036,0.818181818182,1.88897477424,0.3,1,1,1,1,0,0.571428571429,1.0,1.84615793341,0.333333333333,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blues,0.333333333333,2.37966841955,1.65013913709,0.392832612827,-0.361280417583,0.186990888642,0.641851473996,0.164153583596,0.20492386935,0.140585199304,0.579311833601,0.786398056865,0.106819257849,1.21652487695,-0.162876374151,-0.180478696742,0.171825993917,1.07115841648,0.628982008895,0.594143058496,0.439517717944,1.0,0.000804935150205,-1.0621642609,1.0,-4.24015538462,0.0,1,1,1,1,1,0.0,1.0,1.84615793341,0.333333333333,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Purples,0.555555555556,-0.459104542626,-0.373217090847,0.368182775995,-0.00119888347105,0.359408270784,0.117366464371,0.30574623568,0.505359464273,0.793508393675,0.467356292849,0.522931847407,0.938446555773,-0.410227841625,-0.0636521595477,-0.405199515033,0.221009767641,-0.302457572513,0.173655168821,0.629570318616,0.0180128977364,0.714285714286,0.805740085355,-0.425685446792,0.636363636364,-0.269846878713,0.0,0,1,0,0,1,0.571428571429,1.0,0.0335335510733,0.333333333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blues,0.777777777778,2.39319893346,3.96975573239,0.75588173642,-9.46189210902e-15,0.84895239627,0.303344961955,0.957742047187,0.312455060161,0.00250032502288,0.455167402237,0.242034576368,0.647592258937,2.43467912019,2.25970037513,2.70703063687,0.605425593126,1.96817276921,0.325115974394,0.481196026681,0.442865644663,0.571428571429,0.000804935150205,2.469146788,0.363636363636,0.960882404808,0.1,1,0,0,0,1,1.0,0.5,1.84615793341,0.333333333333,0.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greens,0.444444444444,0.686838294473,0.0952298038546,0.523944899617,-0.959027633654,0.8551979664,0.423674464665,0.307906155555,0.864435754384,0.50892713863,0.838987635443,0.539791398771,0.0453549110022,0.475145598899,-0.842505709506,0.524609819216,0.103828643508,0.475086285548,0.315992785817,0.699759892916,0.120864231426,0.857142857143,0.805740085355,0.856186232195,0.545454545455,1.31243821125,0.0,0,1,0,0,0,0.142857142857,0.5,0.0335335510733,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whites,1.0,0.00942848523929,-0.208551289946,0.431868063816,-0.699031357759,0.107132401843,0.923843985351,0.754542905437,0.569247238384,0.863790937551,0.772419880921,0.876268038291,0.683220685329,-1.30296162808,-0.861149089518,-1.08218413563,0.131311303175,-1.1848881852,0.333412869396,0.153797098352,0.0490538892835,0.571428571429,-0.804130215055,-0.789803684289,0.272727272727,0.552951409474,0.0,0,1,1,0,0,1.0,0.0,0.0335335510733,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whites,0.0,-0.974466646798,-0.850306912232,0.298132252372,-0.828989610841,0.40287064921,0.0451834293101,0.699365887911,0.0601555423047,0.587203800305,0.643708769514,0.161308758394,0.696439752282,-1.19652122469,-0.968871626658,-1.04987654771,0.117171305082,-1.07316430414,0.336624017545,0.237551852091,0.00146074362277,0.571428571429,-0.804130215055,-0.770429147711,0.181818181818,0.451428664508,0.0,0,1,1,1,0,1.0,0.0,0.0335335510733,0.333333333333,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blues,0.333333333333,1.59993869922,-0.88794620102,0.648057947424,-2.93422897975,0.623730418754,0.257306951289,0.684797101606,0.161754524555,0.737131599877,0.310199052173,0.069438491213,0.430920734618,1.86519996642,-2.51381791485,0.715693122739,0.000294589173221,1.56006563049,0.616866286169,0.629463333797,0.268043456366,0.714285714286,0.805740085355,0.784674706474,0.818181818182,-0.660138821286,0.0,1,1,0,0,0,0.571428571429,0.5,1.84615793341,0.0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Browns,0.444444444444,-0.537619450436,-0.539060438788,0.357510647874,-0.571930485195,0.342688560934,0.950046684503,0.0544380019525,0.891496214755,0.22545125373,0.789242974994,0.647949707101,0.0826589419411,-0.709268761521,-0.651402321589,-0.918212980664,0.145919317016,-0.585223624567,0.288380942788,0.402577998928,0.014301269739,0.571428571429,-0.804130215055,-0.952291390043,0.0909090909091,-0.802844187042,0.1,0,1,1,1,0,1.0,0.5,0.0335335510733,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greens,0.888888888889,0.80671886993,0.249299326989,0.540239650463,-0.802449990762,0.209090609044,0.89610173913,0.931099324281,0.0135154625281,0.221016712875,0.793856868432,0.227032433205,0.593219824768,0.618782091858,-0.672044090137,0.727733397678,0.119993492644,0.594062363227,0.310366042788,0.0573267447879,0.136888350239,1.0,0.805740085355,1.06686412119,1.0,1.50301831058,0.0,0,1,0,0,1,0.0,1.0,0.0335335510733,0.666666666667,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reds,0.0,0.800096812455,0.950749411308,0.392832612827,0.496684121714,0.718514736419,0.428151666181,0.474571562689,0.110780140884,0.280053556074,0.605312370392,0.540362908987,0.858980881591,-0.577153957362,0.385076907817,-0.382183320239,0.299199567291,-0.458869188976,0.147511318965,0.0268367460864,0.0287604104937,0.142857142857,0.805740085355,-0.410845975392,0.272727272727,-0.079494357667,0.0,0,1,0,1,1,0.428571428571,1.0,-1.77909083127,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Pinks,0.222222222222,-0.280404372456,0.340654555673,0.392472572219,2.29144073012,0.828985716187,0.0454286366821,0.766830016626,0.938699610762,0.685863258553,0.49661501658,0.298756965281,0.203268074808,2.00194265279,2.47850959754,2.12996813912,0.679151389363,1.65974552045,0.302034218928,0.788952108827,0.0280552002936,0.857142857143,0.000804935150205,1.67662802054,0.272727272727,-0.13681712809,0.0,0,0,1,0,1,0.142857142857,0.0,0.0335335510733,0.666666666667,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greens,0.111111111111,-0.0770179104819,-0.280237316907,0.420117849284,-0.751782453132,0.838565308042,0.481547291704,0.243148094135,0.99361527101,0.467648184318,0.924600880017,0.690098585512,0.295309885839,1.0536805959,-0.558774749234,1.1984753354,0.125474670135,0.94390084985,0.345755110459,0.941887115163,0.0421807918775,0.714285714286,0.805740085355,1.57288632479,0.454545454545,1.88898826205,0.0,0,1,1,1,1,0.571428571429,0.0,0.0335335510733,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Purples,0.444444444444,-0.757805845345,-0.654418346371,0.327581842219,-0.273247718866,0.753311071131,0.586205054434,0.806694249789,0.625774896475,0.411656256832,0.897230078041,0.400200028576,0.143573428745,0.520675116607,-0.183221236861,0.492026241286,0.147258361746,0.512993764353,0.163426208048,0.40777720471,0.00617415262191,0.571428571429,1.61067523556,0.57261083913,0.545454545455,0.458346227673,0.1,0,1,1,1,1,1.0,1.0,0.0335335510733,0.666666666667,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Purples,0.222222222222,-0.208574466017,-0.070028059489,0.402236042441,0.350703694828,0.610550190358,0.878706548531,0.430489905325,0.112018493762,0.541032332183,0.041284917128,0.567795399343,0.850749145972,-0.0795079778394,0.320636332283,0.0093034837173,0.275049459139,-0.00238919158374,0.0989080658303,0.17916739888,0.0327160942756,0.428571428571,2.41561038576,-0.0311357365329,0.363636363636,-0.0273825186805,0.1,0,1,1,0,0,0.285714285714,0.0,0.0335335510733,0.666666666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pinks,0.888888888889,0.718469591073,1.7212169881,0.528244379287,2.12913660219,0.0955306121426,0.172534275191,0.530939170083,0.491770871127,0.190753689184,0.35042637477,0.465780825832,0.686929973981,1.88253145692,2.30622382082,2.0075858245,0.638474942974,1.57276117653,0.271295414656,0.269859915916,0.124995460605,1.0,0.000804935150205,1.59188094915,0.545454545455,-0.0897902828549,0.0,0,0,0,0,1,0.0,0.5,0.0335335510733,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pinks,0.777777777778,-0.357872983082,-0.529837984553,0.3819426619,-1.0743580868,0.85209783414,0.741896320839,0.505811089649,0.846191716487,0.980110600791,0.104005267446,0.281754536362,0.156707215685,-0.534906666405,-1.10334281088,-0.888479362157,0.0926696995331,-0.418949628081,0.34177946286,0.766979122503,0.0234296758263,0.571428571429,0.000804935150205,-0.878792104214,0.272727272727,-0.810773511654,0.0,0,1,0,1,0,1.0,0.5,0.0335335510733,1.0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yellows,0.111111111111,-1.28661003977,-1.03288760645,0.255704204315,-1.0789494843,0.712866161537,0.492832777041,0.785888057607,0.760281410653,0.572521637271,0.434952048194,0.409487069581,0.897612792426,1.20214318443,-0.847841368076,0.401612970569,0.0922385795675,1.05999706145,0.356536351916,0.469287418657,0.00039659444917,0.428571428571,-0.804130215055,0.169485865154,0.363636363636,-1.35261448956,0.0,1,1,1,1,0,0.285714285714,1.0,1.84615793341,1.0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reds,0.777777777778,0.235921988932,0.624739334809,0.462654162372,1.07194132176,0.563109687245,0.530423386542,0.256893492573,0.779900384704,0.00578179800711,0.384308910018,0.761823117588,0.707821150717,0.039889310738,1.02470733693,0.187713332287,0.404257740452,0.102976736716,0.0984844864812,0.850841133318,0.0695206932756,0.142857142857,0.000804935150205,-0.00730884388891,0.0909090909091,-0.336969305933,0.0,0,0,1,0,0,0.428571428571,0.5,-1.77909083127,0.666666666667,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Browns,0.0,-0.259317427937,-0.4328362614,0.395338812272,-0.901292591737,0.867559840507,0.95812504962,0.707695933251,0.415820006197,0.101618992838,0.707139056241,0.444920702958,0.0204359945934,-0.776479595169,-0.97482304222,-1.1402461546,0.109653078403,-0.650417763482,0.354205485615,0.457917354881,0.0293863668681,0.714285714286,-0.804130215055,-1.20008099909,0.181818181818,-1.1597382162,0.0,0,1,1,0,1,0.571428571429,1.0,0.0335335510733,0.333333333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greens,0.555555555556,-0.181498406608,-0.309040616259,0.405916352118,-0.616178601418,0.0715417768698,0.826678296566,0.496711079545,0.543010349241,0.174000344894,0.275181762187,0.698528361194,0.721323166981,0.899408070136,-0.45283669142,0.993421443531,0.140746373631,0.821515091467,0.287257173799,0.369742112743,0.0345659100822,0.571428571429,0.000804935150205,1.28317874471,0.727272727273,1.47516145511,0.1,0,1,1,0,1,1.0,1.0,0.0335335510733,0.333333333333,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reds,0.555555555556,-0.538228142696,-0.447743279861,0.392832612827,-0.0486767873231,0.442586523395,0.361440888513,0.109677188648,0.699562294763,0.121360861928,0.334696089966,0.317473924846,0.7213860348,0.0774320997346,-0.0358682190616,0.0713041290074,0.214170901976,0.135801297267,0.134823555124,0.719929511326,0.0142741659504,0.142857142857,3.22054553597,0.0816029040226,0.363636363636,0.0553249095694,0.0,0,1,0,0,0,0.428571428571,0.0,-1.77909083127,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pinks,0.222222222222,0.603865263464,1.51085577102,0.51266680171,2.03227459595,0.616448085356,0.443509906438,0.657290509752,0.972044819769,0.181138868669,0.930224076928,0.299757108158,0.142891219848,2.0455122351,2.23844879148,2.1838315988,0.614797978428,1.69127525403,0.271080901478,0.454288151929,0.110357371321,0.428571428571,1.61067523556,1.81415388343,0.181818181818,0.153119295552,0.0,0,0,0,0,0,0.285714285714,0.5,0.0335335510733,1.0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greys,0.555555555556,-0.842580017357,-0.631455201222,0.316058924466,0.681843306337,0.657171315347,0.233781014811,0.326360603517,0.0421994676134,0.111463501442,0.320404748969,0.565652236034,0.598723416133,0.288985190665,0.690821312392,0.186136829826,0.331292883471,0.318142735235,0.121530226144,0.841084804642,0.00394202490205,0.142857142857,0.000804935150205,-0.0724688753603,0.0909090909091,-0.796778056987,0.1,0,1,1,0,1,0.428571428571,0.0,-1.77909083127,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greens,0.666666666667,1.05562631736,0.321847189281,0.574072361259,-0.934373306907,0.787118963219,0.809471882914,0.772278946714,0.73544085659,0.448153086969,0.13548126593,0.230032861837,0.0607243241727,0.780581489637,-0.773354316828,0.680592179358,0.106296381399,0.725985388709,0.287562474576,0.467360877008,0.173343728768,0.428571428571,0.000804935150205,0.909388375783,0.454545454545,0.924023344723,0.0,0,1,0,0,1,0.285714285714,1.0,0.0335335510733,1.0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Browns,0.111111111111,-0.658603614609,-0.445042821642,0.341065891883,0.667406558533,0.766781094494,0.0837483691148,0.942998497452,0.699986310697,0.144334314469,0.106623117318,0.36262323189,0.193412362951,-0.251547655616,0.596219775516,-0.203248153919,0.328731829467,-0.156922818072,0.133520239323,0.766286793443,0.00941934612563,1.0,0.805740085355,-0.373069442891,0.454545454545,-0.568417733475,0.0,0,1,1,0,1,0.0,1.0,0.0335335510733,1.0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Browns,0.222222222222,-0.276991854139,-0.405021814913,0.392936418305,-0.746571533553,0.717249979616,0.426078299807,0.857108056593,0.996232766463,0.463332238208,0.316997872563,0.456493784826,0.354424242122,-0.471016435708,-0.781917898267,-0.726880499854,0.126045325322,-0.359012295352,0.287428382537,0.50373082345,0.0282685316594,0.857142857143,-0.804130215055,-0.733899003362,0.272727272727,-0.673508346973,0.0,0,1,1,1,1,0.142857142857,0.5,0.0335335510733,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Purples,0.777777777778,-0.369751050913,-0.206258491743,0.380328137152,0.414837985455,0.96720027878,0.438766366288,0.621777432246,0.403581589288,0.916741279478,0.962315738483,0.412487498214,0.406777016135,-0.787725835759,0.275703436868,-0.407121533322,0.285534304021,-0.661388567354,0.186831513645,0.748841668577,0.0227572738794,1.0,-0.804130215055,-0.284687920914,0.727272727273,0.559999657366,0.1,0,1,0,0,0,0.0,1.0,0.0335335510733,0.666666666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blues,0.444444444444,3.93399195912,1.11504449428,0.965313817995,-1.55891310638,0.773914008731,0.924261318,0.535355975361,0.722313785722,0.73562107629,0.762775056633,0.58765537934,0.190558541039,-0.562254085415,-1.5684553288,-1.8390577221,0.0527157143913,-0.444763942734,0.685159587557,0.480879139774,0.907197324279,0.571428571429,0.000804935150205,-2.38388062139,0.636363636364,-3.9514079099,0.0,1,1,0,1,0,1.0,0.5,1.84615793341,0.666666666667,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blues,0.111111111111,1.84827147268,2.90774425635,0.68181254574,1.62357280721,0.764310107281,0.666266243331,0.946648586279,0.851266162817,0.33133175105,0.575894947137,0.76296613802,0.430463096358,-1.14855704186,1.37175078244,-0.524059587242,0.519820780595,-1.02346357912,0.256666241412,0.141254198084,0.318077403041,0.428571428571,0.000804935150205,-0.581691356825,0.363636363636,0.219926069901,0.0,1,0,0,1,0,0.285714285714,0.5,1.84615793341,0.666666666667,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Greys,0.222222222222,-0.698720009,-0.470310965692,0.335613076454,0.786822023896,0.126785576202,0.279732460329,0.529296611262,0.758172334383,0.486762270144,0.957385643114,0.402486069438,0.318344512429,-0.234372145164,0.712405017586,-0.141907989941,0.350214785841,-0.141346265385,0.124671244529,0.817183608428,0.00802478983396,0.142857142857,-0.804130215055,-0.311724578726,0.272727272727,-0.489688470423,0.0,0,0,1,1,1,0.428571428571,0.0,-1.77909083127,0.0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blues,0.777777777778,2.32993487663,3.87685307579,0.747282578137,1.98792410824,0.651330592224,0.0806552813745,0.895915094431,0.275878312045,0.818080056255,0.405306466022,0.932990427204,0.964045351167,-0.521764056013,1.81217715376,-0.437134616171,0.604106244118,-0.406577915116,0.34759571854,0.348440756508,0.427321039063,0.428571428571,-1.60906536526,-0.969342265301,0.272727272727,-1.73806076351,0.0,1,0,1,1,0,0.285714285714,0.0,1.84615793341,0.333333333333,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
