Number_of_valued_Kneset_members,Yearly_IncomeK,Overall_happiness_score,Avg_Satisfaction_with_previous_vote,Garden_sqr_meter_per_person_in_residancy_area,Weighted_education_rank,Number_of_valued_Kneset_members_isNull,Yearly_IncomeK_isNull,Overall_happiness_score_isNull,Avg_Satisfaction_with_previous_vote_isNull,Garden_sqr_meter_per_person_in_residancy_area_isNull,Weighted_education_rank_isNull,Most_Important_Issue_int,Will_vote_only_large_party_int
0.363636363636,-0.296569999358,-0.779686308451,-0.860716753708,-0.764136215697,240.39645053,0,0,0,0,0,0,1,1
0.181818181818,-0.355449427487,0.431736171901,-0.958260456376,0.397157921258,115.565071984,0,0,0,0,0,0,6,0
0.454545454545,0.930426429982,1.28290126445,-0.331686352232,-0.876904460143,255.847589699,0,0,0,0,0,0,4,1
0.909090909091,0.836327028785,-0.139579340559,-0.741077996658,-0.809915110408,270.858312216,0,0,1,0,0,0,0,1
0.272727272727,2.0361984353,0.0379747912559,-0.597797283722,2.25987436296,250.862851675,0,0,0,0,0,0,7,1
0.636363636364,0.785803822863,1.17013509148,0.165308682481,-0.67839458817,225.316469176,0,0,0,0,0,0,2,1
0.727272727273,0.414412974532,0.717969326967,-0.738062495049,0.123643128755,110.241741406,0,0,0,0,0,0,1,1
0.454545454545,-0.651823491563,-0.962838747249,-1.04281341053,-0.749868106537,210.695886717,0,0,0,0,0,0,0,1
0.818181818182,-0.316859598042,0.325878582272,-0.51787615451,-0.203654692062,158.772988989,0,0,0,0,0,0,4,1
0.636363636364,-0.273693510446,0.37641604089,0.533558368944,-0.0872076554735,145.389476054,0,0,0,0,0,0,2,1
0.0,-0.630790022517,-0.908156626545,-1.00913213463,-0.777342778323,263.180405017,0,0,0,0,0,0,2,1
0.363636363636,0.487924626695,-0.352082991045,0.131043092116,0.316829658203,75.6847488368,0,0,0,0,0,0,3,0
0.0909090909091,-0.183269016412,-0.129356175116,-0.15149797121,0.6236292309,85.9719649282,0,0,0,0,0,0,7,1
0.272727272727,-0.476739526449,-0.828803148864,0.196499022295,-0.534248004621,227.211819843,0,0,0,0,0,0,4,1
0.0909090909091,0.296449254376,-0.0764769741814,0.566650790383,0.791019918372,36.9708672925,0,0,0,0,0,0,7,1
0.272727272727,0.152365137359,-0.0954725882542,-0.400164943244,0.664842745986,51.4705653395,0,0,0,0,0,0,4,1
0.727272727273,0.259143713161,0.0969466306952,-0.172375559873,-0.13151134631,120.026252317,0,0,0,0,0,0,7,1
0.727272727273,-1.14259433933,-0.941407577687,-1.04662315343,-1.31076263664,346.012965629,0,0,0,0,0,0,1,2
0.272727272727,2.16279799402,-0.134488969357,0.360496798842,2.22211618267,256.254900293,0,0,0,0,0,0,1,1
0.0909090909091,0.716307535563,0.135634808977,-0.788239846598,1.03737730079,41.9895050416,0,0,0,0,0,0,7,1
0.818181818182,1.14631514986,1.16789679354,2.14052259399,-1.10139411636,278.619557209,0,0,0,0,0,0,0,2
0.363636363636,-0.000330465084766,-0.175357898892,0.432867188503,0.620337636984,70.5316604917,0,0,0,0,0,0,0,1
0.818181818182,0.382667364792,1.20291668901,0.718236274126,-0.896188927325,251.820385935,0,0,0,0,0,0,0,1
0.909090909091,0.866709586909,1.22436896985,-0.177838076725,-1.01064863141,266.658144375,0,0,0,0,0,0,1,1
0.818181818182,-2.57939882647,-3.07035692015,2.49517666481,2.64436804553,550.348781244,0,0,0,0,0,0,1,2
0.818181818182,0.846438015503,1.628067766,-0.822196162014,-0.645360265635,255.309051492,0,0,0,0,0,0,1,1
0.636363636364,0.0382077684493,0.125466418497,-1.03709882176,0.331391821885,79.0878472493,0,0,0,0,0,0,2,1
0.363636363636,-0.226383762832,0.216410485968,0.741604607361,0.445450385166,94.9212990813,0,0,0,0,0,0,7,1
0.636363636364,-0.648330401552,-0.103684777462,-1.00536990981,-0.366868299551,196.165314124,0,0,0,0,0,0,7,1
1.0,0.699265447348,0.221672026108,-0.822134808955,0.294678570351,61.4332536268,0,0,0,0,0,0,7,1
0.545454545455,1.09948354938,-2.20383323562,1.81339516404,2.59786640404,363.167432619,0,0,0,0,0,0,2,2
0.727272727273,0.359601228186,1.13587790999,-0.435671546294,-0.863107943453,244.4498897,0,0,0,0,0,0,4,1
0.181818181818,-0.385244635197,-0.474451741589,-0.894050953699,-0.588977674372,212.677419875,0,0,0,0,0,0,7,1
0.454545454545,2.40357331321,1.08795083205,-1.23176037095,-1.12095273842,329.726730287,0,0,0,0,0,0,2,2
0.454545454545,-0.472525588687,-0.883811875699,-1.01576919683,-0.628684400474,239.240310339,0,0,0,0,0,0,0,1
0.181818181818,-0.435317179371,0.704251963363,-0.925696439118,0.29564312825,141.024342188,0,0,0,0,0,0,5,0
0.454545454545,-0.494641621452,0.547139498544,0.166915152708,0.34622083314,135.250905831,0,0,0,0,0,0,6,0
0.363636363636,-0.148867371405,-0.693374105034,-0.687312989635,0.491401853965,122.496383638,0,0,0,0,0,0,1,1
0.454545454545,-0.550583323978,-0.671984593451,0.787338398982,0.102957203057,169.55543929,0,0,0,0,0,0,7,1
0.636363636364,1.88254110651,-0.81438016573,1.18974773097,1.55362279721,200.349589372,0,0,0,0,0,0,2,2
0.545454545455,-0.142191886835,-0.933924690463,1.11129203591,-0.46445840224,211.500834849,0,0,0,0,0,0,6,0
0.545454545455,1.2618194878,1.04899601704,-1.65183245534,1.00643069647,134.857942167,0,0,0,0,0,0,1,2
0.363636363636,-0.410694595247,-0.5544339831,0.813486021576,-0.61576759037,219.749674116,0,0,0,0,0,0,1,1
0.727272727273,2.12952268335,-0.944057566145,2.23974251965,-2.08347506402,422.213164015,0,0,0,0,0,0,4,2
0.363636363636,-0.039299467704,-0.0502499413424,-0.188755278565,0.732248216551,67.8439620092,0,0,0,0,0,0,6,0
0.727272727273,0.421677405307,1.16884650834,-0.598214795139,-1.3203047074,299.352623278,0,0,0,0,0,0,1,1
0.545454545455,-0.210317625919,-0.251344048081,0.0965686892586,-0.217231414786,156.276554604,0,0,0,0,0,0,7,1
0.0,0.509762088464,-1.03019168308,0.0137261499083,-9.46189210902e-15,133.638839484,0,0,0,0,1,0,5,0
0.636363636364,-3.07666185751,1.22735510793,2.30182755071,-2.93486540286,631.044958844,0,0,0,0,0,0,7,2
0.0909090909091,-0.934976967718,-0.984405014888,-0.640974097208,-0.980471189506,303.070366253,0,0,0,0,0,0,7,1
0.818181818182,0.0847814090661,-0.0953399380984,-0.905532983328,-0.131173949669,128.154104308,0,0,0,0,0,0,4,1
0.272727272727,0.371527210613,-0.549353406238,0.253509590613,0.446928778678,85.4744778496,0,0,0,0,0,0,3,0
0.363636363636,-0.735145305302,0.701824373899,0.262790376727,-0.655751940154,210.695886717,0,0,0,0,0,0,0,1
0.545454545455,-0.275363366524,-0.0858513705438,-0.93633920666,0.879988103573,94.5693986322,0,0,0,0,0,0,6,0
0.227272727273,0.00227284797,0.875512566284,-0.828680409506,0.0838439512063,139.337180831,1,0,0,0,0,0,2,1
0.363636363636,0.563798785149,1.50414605899,0.372197292074,-9.46189210902e-15,292.631994221,0,0,0,0,1,0,7,1
0.545454545455,-0.189438794166,-0.628059116447,0.605776058484,0.0616137894315,145.993013876,0,0,0,0,0,0,7,1
0.0909090909091,-0.71319696852,-0.794287650954,-0.270831166534,-0.82365058451,266.856597565,0,0,0,0,0,0,7,1
0.454545454545,-1.35161920034,0.406058551322,-0.629780719476,-9.46189210902e-15,210.695886717,0,0,0,0,1,0,1,1
0.363636363636,0.0120551280753,0.0829476657421,0.0645870229961,-0.356883539331,156.80605998,0,0,0,0,0,0,5,0
0.454545454545,0.214242688935,-0.0776252512417,0.517416473958,0.647791992487,45.4429257643,0,0,0,0,0,0,0,1
0.636363636364,-0.753413378062,1.9961838145,1.1679899948,2.05930723642,312.979293513,0,0,0,0,0,0,4,2
0.363636363636,-0.648216068345,-0.369873414534,-0.724335080158,-0.444251816408,209.330406852,0,0,0,0,0,0,0,1
0.454545454545,0.777176250994,1.45996323513,-1.01573452986,-1.00364247658,279.267209207,0,0,0,0,0,0,7,1
0.181818181818,2.03640202386,-0.154371623307,-0.53420878568,2.17001692463,242.954949947,0,0,0,0,0,0,2,1
0.454545454545,1.79837956484,-1.05324764156,1.71068777078,-0.801842364305,271.999417767,0,0,0,0,0,0,4,2
0.181818181818,-3.28224336443e-15,-0.663404157481,0.0252265659375,0.080791503071,129.33381015,0,1,0,0,0,0,5,0
0.636363636364,-0.387618799748,0.266533760185,-0.47601498023,0.314269722481,118.300683771,0,0,0,0,0,0,0,1
0.727272727273,2.47414334944,-3.47010336417,1.67945982113,1.55324809552,464.030100418,0,0,0,0,0,0,7,2
0.272727272727,0.361465694017,-0.258697937948,-0.359224390025,0.862868116093,49.2855601528,0,0,0,0,0,0,1,1
0.909090909091,0.760799812513,1.31543057688,-0.70168655339,-0.901232636497,258.764212447,0,0,0,0,0,0,1,1
0.0,0.119440209296,-0.537970553963,-0.988612969847,0.593745699769,88.9634193822,0,0,0,0,0,0,2,1
0.363636363636,0.575772033041,1.35714440945,-0.573775493228,-0.625298080193,231.45551246,0,0,0,0,0,0,7,1
0.545454545455,0.547990252989,1.23116232786,-0.767742439462,-0.89932431551,252.907724944,0,0,0,0,0,0,2,1
0.181818181818,-0.713327562774,-1.00467003882,0.289561788764,-0.702899845704,265.174517245,0,0,0,0,0,0,4,1
0.454545454545,0.900584563768,1.44035436249,-0.417558409974,-0.736526018029,250.87587847,0,0,0,0,0,0,7,1
0.272727272727,0.152532433463,-0.0203641883326,-0.801866177308,0.804772938327,48.5045048852,0,0,0,0,0,0,4,1
0.363636363636,-0.242868710567,-0.148245130876,-0.646955624766,0.646516060684,91.9907130401,0,0,0,0,0,0,0,1
0.818181818182,-3.27196192877,1.87994831152,3.91564542487,-2.95576876895,664.742340612,0,0,0,0,0,0,0,2
0.681818181818,0.708756855523,0.843662139374,2.26484573103,-2.35775181586,210.695886717,1,0,0,0,0,0,7,2
0.272727272727,-0.860536950915,0.597037235302,-0.482320762075,-0.518607996306,232.09023394,0,0,0,0,0,0,7,1
0.454545454545,0.529477675784,-1.08194647515,-0.588387111776,0.395173076528,141.281510756,0,0,0,0,0,0,3,0
0.272727272727,0.524026183609,1.30275557634,-0.796815131887,-0.958781989893,263.946366422,0,0,0,0,0,0,2,1
0.272727272727,-0.521476367545,-0.324378806778,0.0435178278293,1.17844474395,210.695886717,0,0,0,0,0,0,4,1
0.181818181818,0.261312173982,0.119904847689,0.162355954479,0.953313572455,45.1769569919,0,0,0,0,0,0,7,1
0.545454545455,-1.25239300258,-0.178054297714,1.82441719793,2.59648599228,313.367759908,0,0,0,0,0,0,1,2
0.181818181818,0.395354129718,-0.109136973945,-0.516477587428,0.917545755046,38.7795846208,0,0,0,0,0,0,7,1
0.363636363636,-0.541333348737,-0.677650245183,-0.928198798071,0.541184207489,149.263951578,0,0,0,0,0,0,5,0
0.636363636364,0.265206812654,1.01668381103,0.807274271574,0.40758186884,120.043890964,0,0,0,0,0,0,1,1
0.818181818182,0.414637742248,1.51243642676,-0.112545348142,-1.01473734008,283.886174251,0,0,0,0,0,0,0,1
0.636363636364,1.75173422009,-3.19400245705,2.39417214369,-1.51571283844,493.926581294,0,0,0,0,0,0,4,2
0.909090909091,-0.820043856717,-0.00254987954788,-0.849487523655,0.159179952627,166.099258342,0,0,0,0,0,0,1,1
0.727272727273,0.389242486164,0.046473717503,1.02340976938,-0.0571390919676,107.245857384,0,0,0,0,0,0,7,1
0.818181818182,-4.14843778324,-2.49990962039,1.44839969231,0.684798562662,575.039472235,0,0,0,0,0,0,0,2
0.454545454545,-0.730004473345,-0.830479041005,2.89684869206,3.43063065331,395.885134749,0,0,0,0,0,0,2,2
0.181818181818,0.665516454142,0.320327049031,0.925473435218,0.96450509431,40.8938332958,0,0,0,0,0,0,2,1
0.363636363636,2.11100200711,-0.0261686570586,-1.01702762297,2.05139779396,234.781381511,0,0,0,0,0,0,0,1
0.454545454545,-0.675332070516,-0.584707064109,0.118262761343,0.274300896151,164.588444858,0,0,0,0,0,0,7,1
0.909090909091,0.570092320973,1.25966254789,-0.265227383565,-0.852650149063,249.357823751,0,0,0,0,0,0,1,1
0.727272727273,0.395987130901,1.08266257107,-0.433915307404,-0.946295687646,250.859348382,0,0,0,0,0,0,0,1
0.272727272727,0.323180506971,-0.405663981854,-0.981354073534,0.685307778985,63.4034853644,0,0,0,0,0,0,4,1
0.272727272727,0.244253762472,0.134933398431,-0.934977657409,0.792772549399,37.6972389239,0,0,0,0,0,0,1,1
1.0,0.882967150521,-2.28585941435,1.32144878719,0.983683393408,275.007125557,0,0,0,0,0,0,0,2
0.181818181818,-0.0957934380787,-0.234190373544,0.292900636854,0.830875294837,81.6482887426,0,0,0,0,0,0,7,1
0.181818181818,-0.923449583561,-0.416061305569,-0.96227337446,-0.151959091136,205.038881228,0,0,0,0,0,0,6,0
0.454545454545,-0.733723080685,-0.893553238091,-1.0484388347,-0.774060099276,267.496363782,0,0,0,0,0,0,0,1
0.727272727273,-0.063170689299,0.248444254967,3.24137960481,-2.41112872799,422.101442556,0,0,0,0,0,0,0,2
0.272727272727,-0.667542577184,-0.413941694043,0.912180871809,-0.365197599357,204.305746964,0,0,0,0,0,0,5,0
0.909090909091,-0.180181488119,0.397377171749,-0.824441653731,0.214969795339,111.955490043,0,0,0,0,0,0,0,1
0.727272727273,1.49648360374,-0.355787596892,2.72913792388,2.52131940161,258.696125607,0,0,0,0,0,0,0,2
0.818181818182,-0.327687243731,-0.267236702352,-1.09768437499,0.583185454798,106.128783107,0,0,0,0,0,0,0,1
0.272727272727,0.0865514643022,-0.0910667949682,-0.358107548371,-0.335850068013,152.723267045,0,0,0,0,0,0,7,1
0.272727272727,-3.40497392653,-1.16937250043,3.81947655573,2.59711473349,503.908622898,0,0,0,0,0,0,2,2
0.727272727273,0.523597481301,1.64826041186,0.357689727634,-0.85571182744,276.252234134,0,0,0,0,0,0,0,1
0.272727272727,-0.0871690854011,-0.00647107622307,0.494308151073,0.837315051074,72.9919710944,0,0,0,0,0,0,1,1
0.454545454545,-0.311786671699,0.428013982552,-0.810662071614,-0.695224071234,215.089802662,0,0,0,0,0,0,1,1
0.272727272727,-3.28224336443e-15,-0.435179930403,-0.0298431756254,0.519960597661,74.7254648217,0,1,1,0,0,0,1,1
0.272727272727,0.368585951716,-1.27658742933,-0.737614870955,-0.189264346492,210.695886717,0,0,0,0,0,0,6,0
0.272727272727,-0.534906666405,-0.810773511654,-0.356653985561,-1.0743580868,285.774447377,0,0,0,0,0,0,7,1
0.636363636364,-0.105585876428,-0.273424919757,-0.385357360911,-0.203807220783,149.914458769,0,0,0,0,0,0,0,1
0.454545454545,-0.811012917979,-0.831545950069,0.141230371096,-0.521430145017,245.101733356,0,0,0,0,0,0,0,1
0.909090909091,-0.563257818433,1.05067223626,-0.170651938658,0.300223403805,173.263248958,0,0,0,0,0,0,1,1
0.454545454545,-0.692765174157,-0.956436685873,-0.978446377552,-0.696262030423,260.883126873,0,0,0,0,0,0,0,1
0.272727272727,0.219355257238,-0.0925920426184,-0.748666760965,0.792507416539,44.773824709,0,0,0,0,0,0,1,1
0.272727272727,-0.209433639918,-0.99583686217,-0.249779144158,0.387861474126,156.424204623,0,0,0,0,0,0,5,0
0.454545454545,0.431362436404,-0.0910052906005,-0.43453836998,1.00161760758,43.8951916025,0,0,0,0,0,0,0,1
0.181818181818,2.29480881924,0.292025273012,-0.562216017884,2.38975264723,281.823964416,0,0,0,0,0,0,2,1
0.181818181818,-0.649417773145,-1.12980441232,-0.929875265175,-0.741622540081,272.596411046,0,0,0,0,0,0,7,1
0.727272727273,0.921108916458,1.21644905724,0.0115886636608,-0.988714557095,264.367985205,0,0,0,0,0,0,1,1
0.363636363636,-0.431309324341,0.502238352377,-0.422207137355,-0.514690342918,202.564895661,0,0,0,0,0,0,0,1
0.454545454545,0.588322721723,0.436868802705,1.24354865365,-0.579843348375,178.620147863,0,0,0,0,0,0,4,2
0.0909090909091,-0.0184857991246,-0.196873331074,-0.393272326852,0.80406246109,72.1509803119,0,0,0,0,0,0,3,0
0.636363636364,-0.591159819072,0.651687017651,-0.589186133309,-0.356972756376,200.777801365,0,0,0,0,0,0,0,1
0.272727272727,-0.734027965626,-0.966767540896,-0.541460460629,-9.46189210902e-15,261.480246212,0,0,0,0,1,0,4,1
0.818181818182,0.866631701179,-1.93650962393,2.95881296067,2.69997167454,348.8102181,0,0,0,0,0,0,0,2
0.454545454545,2.40385246101,0.504426541182,-0.641339535029,2.68250950986,322.006844474,0,0,0,0,0,0,1,1
0.181818181818,-0.192543855906,-0.27883232087,-0.0877379308452,0.483306150049,97.9042122602,0,0,0,0,0,0,4,1
1.0,-0.499526574988,-0.443212663639,-0.950357230358,-0.113873593305,171.115576705,0,0,0,0,0,0,0,1
0.545454545455,-0.569308738782,0.130764946926,-0.383068576813,0.229656534997,138.515590677,0,0,0,0,0,0,6,0
0.454545454545,-0.5293318104,-0.739401558051,1.19342219939,-0.671389318122,239.281328317,0,0,0,0,0,0,0,1
0.363636363636,2.06900008701,-0.00031909950395,-0.942933606621,2.05604839915,232.193280996,0,0,0,0,0,0,0,1
0.727272727273,-0.168968191313,-0.172977695944,0.156760091358,-0.559143236828,191.180663327,0,0,0,0,0,0,4,1
0.454545454545,0.330920958994,-0.316377944621,0.759822796454,0.632770098081,55.4290329961,0,0,0,0,0,0,0,1
0.0909090909091,0.186529083003,-0.241452913763,0.0296675806676,0.79117221324,57.1700001507,0,0,0,0,0,0,2,1
0.727272727273,0.125605036168,-0.395771460163,0.817132131668,0.103853373671,111.522707731,0,0,0,0,0,0,7,1
0.545454545455,0.898940662646,1.41310049619,-0.103660570121,-0.620239569837,237.109152441,0,0,0,0,0,0,7,1
0.636363636364,-1.28959828241,-2.40106302435,1.7601908784,-9.46189210902e-15,381.836516783,0,0,0,0,1,0,2,2
0.818181818182,1.56449138383,-2.04055731934,1.80924460371,2.60229278289,360.730683628,0,0,0,0,0,0,4,2
0.454545454545,0.840158581453,0.038964130323,-0.329236765641,-0.239963075571,131.715845939,0,0,0,0,0,0,7,1
0.363636363636,0.0626820985561,-0.620163552806,1.12302474983,-0.424812426395,182.179546107,0,0,0,0,0,0,5,0
0.636363636364,-0.117106254218,0.336963107535,-0.610741760341,-0.243957180401,152.072315512,0,0,0,0,0,0,7,1
0.454545454545,0.473088538634,0.314678702875,-0.639197882858,0.154885132189,82.2619682507,0,0,0,0,0,0,2,1
0.454545454545,-0.764367600465,0.661711289107,-0.61049715451,-0.779671992001,253.976138107,0,0,0,0,0,0,1,1
0.636363636364,-0.534782306649,0.489150064145,-0.00946565121885,-0.120239105221,169.619305264,0,0,0,0,0,0,7,1
0.272727272727,-0.44014506902,0.738659934976,-0.824091713643,-0.430667999354,202.446807186,0,0,0,0,0,0,1,1
0.545454545455,-0.100508507763,-0.468591599774,-0.624935726857,-0.218647577745,158.829154688,0,0,0,0,0,0,2,1
0.727272727273,-0.0312117650102,0.687949238176,-0.36869202344,0.34194321934,108.231824323,0,0,0,0,0,0,1,1
0.545454545455,-0.224791977514,-0.497593115726,-0.935990403655,-0.464257750727,192.224120861,0,0,0,0,0,0,6,0
1.0,0.492248459358,-3.88676281762,1.64026065187,-1.22333250782,523.382331643,0,0,0,0,0,0,0,2
0.545454545455,-0.388601643724,-0.449022288408,0.276457453655,-0.0422167687152,157.573668827,0,0,0,0,0,0,7,1
0.0,-0.512844324698,0.0145705118856,0.76803124933,-0.616836469373,233.114205933,0,0,1,0,0,0,2,1
0.363636363636,-0.832510659126,-0.990934137683,0.119249139372,-1.49048619995,352.00656669,0,0,0,0,0,0,4,1
0.454545454545,-0.158277260465,-0.265742915597,-0.606926734251,0.810361155671,88.6571310814,0,0,0,0,0,0,3,0
0.545454545455,0.877895537953,1.19903254641,1.01627935171,-9.46189210902e-15,245.750430334,0,0,0,0,1,0,7,1
0.818181818182,1.97918690429,1.80099892272,1.52340844641,-1.67825624574,401.322079295,0,0,0,0,0,0,0,2
0.545454545455,-0.789099510526,-0.314922494718,-0.239058623903,-0.166439314575,192.572697723,0,0,0,0,0,0,4,1
0.454545454545,1.15410495236,-0.657347064753,-1.1428602477,2.18869911224,217.744113277,0,0,0,0,0,0,2,2
0.636363636364,0.567878567177,0.329904841021,-0.54356305252,-0.237303906433,131.797788949,0,0,0,0,0,0,1,1
0.727272727273,-0.515751549906,0.396649341388,0.206690364857,0.29810927195,134.063160473,0,0,0,0,0,0,4,1
0.454545454545,2.36967532577,0.186183626356,0.313675013286,2.53800771689,301.251200067,0,0,0,0,0,0,1,1
0.0909090909091,-0.161650571752,-0.0157331256803,0.0572659701585,0.358880326019,93.9871675572,0,0,0,0,0,0,3,0
0.272727272727,0.321367763189,0.119370502197,-0.276596255964,0.671370034523,30.0700333251,0,0,0,1,0,0,7,1
0.454545454545,-0.101067291793,-0.544555900016,0.734310804269,0.361035113189,113.703777341,0,0,0,0,0,0,4,1
0.454545454545,-0.652389587078,-0.809142207001,-0.926602075428,-0.700327637858,251.832986447,0,0,0,0,0,0,0,1
0.545454545455,-0.193737751797,-0.295543082818,-0.817851996302,-0.0299184040688,137.552663413,0,0,0,0,0,0,7,1
0.0909090909091,-0.1713168477,-0.123387359068,-0.711571792971,0.442456785024,91.9234170026,0,0,0,0,0,0,3,0
0.636363636364,-3.28224336443e-15,-1.32287618396,2.46858503562,-2.01300002555,539.267066957,0,1,0,0,0,0,0,2
0.454545454545,0.169573257289,-0.150942520507,-0.276596255964,0.780721449204,52.2873863717,0,0,0,1,0,0,0,1
0.636363636364,0.273007552159,0.576480122095,-0.3372765851,-0.208707015407,141.060472279,0,0,0,0,0,0,4,1
0.181818181818,0.27015968739,-0.957529670043,0.177947249638,0.863331358499,125.266508162,0,0,0,0,0,0,3,0
0.181818181818,0.168849910779,-0.287285588012,-0.218322089987,0.520617378515,67.9454725549,0,0,0,0,0,0,4,1
0.454545454545,0.440392823607,1.19177962187,0.403321528638,-0.990468073089,261.523419163,0,0,0,0,0,0,2,1
0.181818181818,1.9271170504,-0.399597592503,-0.386195619726,2.18439175308,242.514034442,0,0,0,0,0,0,2,1
0.545454545455,0.0457308952792,-0.30081192253,-0.430709579999,-0.625332738294,194.054137478,0,0,0,0,0,0,6,0
0.181818181818,0.157696831076,-0.143523722385,0.493651717709,0.759779656443,52.6804716112,0,0,0,0,0,0,7,1
0.363636363636,-0.664767592708,0.933196842146,0.618442632955,-0.527162757012,233.395454084,0,0,0,0,0,0,4,1
0.454545454545,0.0644311785322,0.206179780651,-0.462911586523,-0.281295700221,146.136852163,0,0,0,0,0,0,2,1
0.454545454545,-0.0872257778193,-0.232834808405,0.588529982987,0.456370009014,88.0392970245,0,0,0,0,0,0,6,0
0.909090909091,-3.28224336443e-15,1.2931548525,-0.275504142134,-0.748894593028,240.191793783,0,1,0,0,0,0,0,1
0.727272727273,0.63233109344,1.40120147191,-0.35119083638,-0.884737611463,261.911003695,0,0,0,0,0,0,0,1
0.454545454545,0.38807279865,1.33367683958,1.19687761619,-0.94518315654,265.09161787,0,0,0,0,0,0,2,1
0.363636363636,-0.561221985947,-0.899072736582,-0.185558682232,-0.634429008697,245.016251022,0,0,0,0,0,0,0,1
0.272727272727,-1.0317401827,-0.527600242476,0.274801069006,0.163644887011,198.212590722,0,0,0,0,0,0,5,0
0.363636363636,2.06398197338,0.195097219327,0.96130794164,2.22561688108,249.252469188,0,0,0,0,0,0,0,1
0.272727272727,0.0747455975759,-0.0532348997814,0.113972586302,0.716603409273,56.5359357917,0,0,0,0,0,0,4,1
0.818181818182,-0.33585331281,-0.255723741338,2.8963251409,0.260102635864,121.994793757,0,0,0,0,0,0,0,2
0.636363636364,-0.378348309403,-0.576284951906,-0.468091823722,0.181303030274,146.272916623,0,0,0,0,0,0,0,1
0.181818181818,-0.545782140456,0.114614573309,-0.187562437736,0.263340923971,134.193074389,0,0,0,0,0,0,3,0
0.545454545455,0.397053363395,1.37634374851,-0.28004312931,-0.952520920794,268.48414985,0,0,0,0,0,0,4,1
0.909090909091,0.36485711185,1.27951184645,-0.754762889785,-0.983995948497,266.38387248,0,0,0,0,0,0,1,1
0.545454545455,0.704508199629,1.0524920678,0.501381575355,-0.984601816737,253.236608054,0,0,0,0,0,0,2,1
0.0909090909091,-0.554316021792,-0.797720751189,0.0353483577768,-0.443526031191,221.064143978,0,0,0,0,0,0,7,1
0.363636363636,0.788657510725,1.47851874807,-0.156773154155,-0.776654045149,256.523041096,0,0,0,0,0,0,2,1
0.0909090909091,-0.919695876333,-0.831723059122,0.132027216319,-0.646605099715,263.223145011,0,0,0,0,0,0,7,1
0.363636363636,2.16137725712,0.122336144569,0.794777875612,2.35668208949,268.876849204,0,0,0,0,0,0,0,1
0.818181818182,-0.614124059401,0.0484480534692,-0.41267894108,0.496515217878,129.776878553,0,0,0,0,0,0,4,1
0.454545454545,-0.000147886631618,-0.382693668255,1.21040761854,0.516070321183,87.0130709992,0,0,0,0,0,0,0,1
0.363636363636,1.9038290919,-0.248043661822,-0.742479448121,2.04800829322,223.496430742,0,0,0,0,0,0,4,1
0.363636363636,-0.118840280104,-0.199790879595,-0.296233755583,0.0416860708821,122.626527448,0,0,0,0,0,0,3,0
0.181818181818,-0.281999112437,-0.0923730715783,0.010757377944,-9.46189210902e-15,130.767696604,0,0,0,0,1,0,3,0
0.727272727273,0.784832137033,1.49679571275,-0.731689029592,-0.891943476213,269.793007361,0,0,0,0,0,0,1,1
0.454545454545,0.366817972465,0.146396798943,-0.63116795947,0.63474908303,28.2383392715,0,0,0,0,0,0,0,1
