Number_of_valued_Kneset_members,Yearly_IncomeK,Overall_happiness_score,Avg_Satisfaction_with_previous_vote,Garden_sqr_meter_per_person_in_residancy_area,Weighted_education_rank,Vote,Number_of_valued_Kneset_members_isNull,Yearly_IncomeK_isNull,Overall_happiness_score_isNull,Avg_Satisfaction_with_previous_vote_isNull,Garden_sqr_meter_per_person_in_residancy_area_isNull,Weighted_education_rank_isNull,Most_Important_Issue_int,Will_vote_only_large_party_int
0.272727272727,-0.610663666997,-1.01927531432,0.0557639213818,0.238989653507,189.896078104,Oranges,0,0,0,0,0,0,6,0
0.727272727273,0.41376932279,1.2085840279,-0.83743738973,-1.00254702993,264.032810538,Greens,0,0,0,0,0,0,1,1
0.545454545455,0.411303218043,-2.00122274307,2.94612620346,-2.43830182877,483.281876713,Blues,0,0,0,0,0,0,4,2
0.545454545455,0.461826522666,1.36867386509,0.178490488896,-0.884953416686,260.160917306,Greens,0,0,0,0,0,0,2,1
0.409090909091,-0.421702186041,0.0567125967082,-0.8288852687,0.173431731416,129.402269979,Purples,1,0,0,0,0,0,1,1
0.0,1.98519330243,-0.04072929167,-0.282606887305,2.03880927299,225.050333567,Pinks,0,0,0,0,0,0,2,1
0.454545454545,-0.79723164606,-0.42736983744,-0.969630171434,-0.11656357661,192.728654786,Oranges,0,0,0,0,0,0,6,0
0.545454545455,-1.74940295919,0.00643748905616,-0.170517971106,-1.10922653987,345.004426055,Whites,0,0,0,0,0,0,0,1
0.0,0.00176468896429,-0.110998416257,-0.877204491724,0.964332424655,72.2827639122,Browns,0,0,0,0,0,0,2,1
0.272727272727,-0.00536265766402,0.199166530388,-0.491713660357,0.524892017089,69.7009594888,Purples,0,0,0,0,0,0,2,1
0.636363636364,0.334784911989,0.972096715141,-0.578401856878,-0.813197563507,230.200789309,Greens,0,0,0,0,0,0,2,1
0.636363636364,0.702347847108,1.43162539797,-0.764113245233,-0.824749446159,257.737642284,Greens,0,0,0,0,0,0,0,1
0.272727272727,-0.676764068421,-0.846498338148,1.20305324956,-0.626940713587,247.762577246,Browns,0,0,0,0,0,0,4,1
0.454545454545,0.343286311017,1.25114966166,-0.657107453721,-0.775274644245,241.677965671,Greens,0,0,0,0,0,0,7,1
0.545454545455,0.606669576265,1.50401298677,0.420551573402,-9.46189210902e-15,210.695886717,Greens,0,0,0,0,1,0,2,1
0.363636363636,1.91911837552,-0.054601516556,-0.0984872459145,2.14499065193,231.920376369,Pinks,0,0,0,0,0,0,4,1
0.181818181818,-0.879670020732,0.583214769863,1.07722889834,-0.772397782629,257.96934662,Pinks,0,0,0,0,0,0,4,1
0.0909090909091,-0.309594488596,-0.694478157764,0.837693717606,0.200258332099,147.892056594,Greys,0,0,0,0,0,0,3,0
0.0909090909091,0.107557214503,-0.412607641682,-0.753868010947,0.715678480309,76.4439366935,Browns,0,0,0,0,0,0,7,1
0.272727272727,-0.557142448779,-0.590473865659,-0.366674355761,-0.612642280948,228.428140829,Browns,0,0,0,0,0,0,1,1
0.636363636364,-0.395517354974,0.311256685386,-0.28372788887,-0.654479124813,212.37880133,Purples,0,0,0,0,0,0,0,1
0.0909090909091,-0.590277524729,-0.675271725923,-0.493732070455,-9.46189210902e-15,236.320248191,Browns,0,0,0,0,1,0,2,1
0.272727272727,2.22471201489,0.181942847936,0.0730028468812,2.1495155954,252.209050277,Pinks,0,0,0,0,0,0,1,1
0.0,-0.810849048898,-0.968217715611,-0.474769810081,-0.928664908029,290.520066921,Pinks,0,0,0,0,0,0,2,1
0.363636363636,0.0343044656858,-0.137550878272,-0.847916727975,0.250382933249,90.5605698997,Reds,0,0,0,0,0,0,3,0
0.363636363636,-0.4964037622,-0.708615394965,-0.0768530013902,-0.373880808905,206.688699328,Browns,0,0,0,0,0,0,1,1
0.545454545455,1.14952379719,1.76510623996,2.12168129103,-2.22681962324,440.0705214,Blues,0,0,0,0,0,0,1,2
0.545454545455,-0.105813984458,-0.574424474281,0.945415519975,-0.43631963591,187.315722279,Pinks,0,0,0,0,0,0,0,1
0.363636363636,2.13365021248,0.0940125083932,0.359155924011,2.3928388291,270.958057408,Pinks,0,0,0,0,0,0,0,1
0.545454545455,1.87928645398,0.179403515575,-0.30955316,2.33783333635,250.308462111,Pinks,0,0,0,0,0,0,0,1
0.0909090909091,-0.0440491381433,0.0316941977365,0.0102745618756,-0.388287578368,163.05236448,Oranges,0,0,0,0,0,0,5,0
0.272727272727,-0.739003582127,-0.816770951323,0.0450076909425,-0.610694403206,248.303487713,Browns,0,0,0,0,0,0,4,1
0.0909090909091,-0.438600590892,-0.694532228404,-1.08462606352,-0.726696168712,238.685220688,Browns,0,0,0,0,0,0,2,1
0.818181818182,-1.64928816976,-1.72064280357,1.42324222058,1.08159731223,315.052085864,Yellows,0,0,0,0,0,0,4,2
0.181818181818,-0.0634038443888,-0.7528190449,0.0128524614201,0.817115782975,118.434822482,Greys,0,0,0,0,0,0,5,0
0.727272727273,0.504103071456,1.25607793609,0.56885261995,-1.18001310371,286.71792525,Greens,0,0,0,0,0,0,4,1
0.545454545455,0.573455133433,1.45240893084,-0.322152693351,-0.984510306181,276.067363515,Greens,0,0,0,0,0,0,4,1
0.363636363636,-0.649534814752,-1.01007598475,-0.174038930148,-0.883950048896,279.988411816,Browns,1,0,0,0,0,0,2,1
0.636363636364,-1.08886561497,-0.653291224455,-0.943053394861,0.0351135440577,215.45915582,Purples,0,0,0,0,0,0,7,1
0.545454545455,-0.516505942303,-0.128306170869,1.14540585853,0.405271533508,126.058271055,Purples,0,0,0,0,0,0,1,1
0.0909090909091,-1.11793267503,0.547305578988,-0.0261267723476,-0.714231083887,267.01158809,Pinks,0,0,0,0,0,0,7,1
0.636363636364,0.563288876926,1.42073677755,0.774579373171,-0.981821586159,273.747784609,Greens,0,0,0,0,0,0,0,1
0.636363636364,-0.272708504213,-3.24674704699,1.31519241846,0.248068775936,397.215829296,Blues,0,0,0,0,0,0,2,2
0.454545454545,-0.651834545443,-0.397380511467,-0.476537883619,0.251122237033,154.926166136,Purples,0,0,0,0,0,0,4,1
0.818181818182,0.658461855495,1.57596772612,-0.675429014228,-0.927219516749,278.354073489,Greens,0,0,0,0,0,0,1,1
0.545454545455,0.975814778067,1.45087051104,-0.279034363992,-0.608351180378,239.910473121,Greens,0,0,0,0,0,0,1,1
0.545454545455,0.206640621047,1.37307948741,-0.803202731324,-1.21686902871,300.013693421,Greens,0,0,0,0,0,0,1,1
1.0,0.606628212144,1.34680750822,-0.72181227988,-0.668894245483,235.232085088,Greens,0,0,0,0,0,0,0,1
0.636363636364,-1.07224792631,-0.394150049767,-0.302354316068,-0.0740228137767,211.10628421,Purples,0,0,0,0,0,0,2,1
0.363636363636,-3.28224336443e-15,-0.0347378768973,0.333331762636,-0.396875374069,154.700811361,Purples,0,1,0,0,0,0,2,1
0.454545454545,-0.20383707931,0.347127437781,2.89337297053,0.512253753921,93.1736148326,Blues,0,0,0,0,0,0,7,2
0.272727272727,-3.28224336443e-15,0.229999883165,1.18751414804,0.54828629395,100.559188757,Reds,0,1,0,0,0,0,6,0
0.727272727273,0.421677405307,1.16884650834,-0.598214795139,-1.3203047074,299.352623278,Greens,0,0,0,0,0,0,1,1
0.454545454545,-0.461027872817,0.0264167449167,0.043009535997,0.435228091611,117.060822681,Purples,0,0,0,0,0,0,2,1
0.181818181818,-0.075783845346,-0.537449562326,-0.634972363145,0.778793270802,99.9902443722,Greys,0,0,0,0,0,0,5,0
0.363636363636,-0.486900634485,0.0682523206522,-0.252317314201,-0.0947934068092,157.338248703,Reds,0,0,0,0,0,0,6,0
0.272727272727,-0.572805545749,-0.773548984658,0.99648745278,-0.641431417539,240.057474116,Browns,0,0,0,0,0,0,1,1
0.272727272727,-0.207079684843,-0.6183094673,-1.1180622095,-0.490686576277,199.493441594,Browns,0,0,0,0,0,0,4,1
0.0,-0.776410496978,-1.86954448175,-0.847910068125,-0.561163065532,264.930366341,Browns,0,0,1,0,0,0,2,1
0.363636363636,-0.426033945343,-0.249952992017,-1.08792701851,-0.852178743767,238.49730579,Pinks,0,0,0,0,0,0,4,1
0.454545454545,-0.605249763035,1.03603092466,-0.246732509747,0.285140316384,175.948039935,Purples,0,0,0,0,0,0,7,1
1.0,-0.461212750909,0.209134153106,-0.910032051936,-0.310550651075,177.309493559,Purples,0,0,0,0,0,0,0,1
0.545454545455,2.44837811813,0.147975470717,0.39927583041,2.53748015505,306.136702987,Pinks,0,0,0,0,0,0,0,1
0.363636363636,0.45532958002,-0.0984155116782,0.173920878264,0.704897465418,26.0529850332,Browns,0,0,0,0,0,0,0,1
0.636363636364,-1.43791407155,-0.360961890142,-0.304513343663,0.154782943224,230.674200114,Purples,0,0,0,0,0,0,7,1
0.363636363636,0.0478484371425,-0.316751238069,-0.985668213415,0.206909156349,101.401306312,Purples,0,0,0,0,0,0,2,1
0.363636363636,0.122105052715,-0.381821078553,-0.144379683196,0.446394178741,82.2854326911,Browns,0,0,0,0,0,0,1,1
0.545454545455,0.993802809937,1.54659597605,-0.597133619457,-0.628086113571,249.364876156,Greens,0,0,0,0,0,0,2,1
0.545454545455,-0.807487781028,0.701956939187,-0.908971672559,0.334712231623,170.467793111,Purples,0,0,0,0,0,0,7,1
0.0909090909091,0.192392793779,0.466258128771,-0.656458389147,0.694829997698,60.6626830443,Whites,0,0,0,0,0,0,2,1
0.272727272727,-0.314753267217,-0.561724722018,-0.502496999153,-0.60820080621,214.639120437,Browns,0,0,0,0,0,0,4,1
0.363636363636,-0.0128484339496,-0.0590811772111,-0.713209966469,0.734455758469,65.4200389124,Browns,0,0,0,0,0,0,1,1
0.636363636364,-0.157578831182,-0.258781423144,-0.187351056083,0.376543338138,99.8112528259,Purples,0,0,0,0,0,0,7,1
0.636363636364,-0.0851083073205,0.46511511178,0.679797393349,-0.632699028084,199.158546416,Purples,0,0,0,0,0,0,2,1
0.636363636364,0.527422812031,1.3900108899,-0.282002558036,-0.883749452851,261.140391737,Greens,0,0,0,0,0,0,2,1
0.272727272727,-0.521598379509,-0.215243861879,0.516431154134,-0.500972895545,203.600675035,Oranges,0,0,0,0,0,0,6,0
0.454545454545,-0.670108833029,-0.992780920884,0.0275817529322,-0.710271467404,262.96325888,Browns,0,0,0,0,0,0,0,1
0.272727272727,1.90470059837,0.0473620743034,0.092393915638,-9.46189210902e-15,244.431933086,Pinks,0,0,0,0,1,0,1,1
0.363636363636,-3.66763784586,-2.36624498667,1.48563294232,-0.88042328788,566.341940729,Blues,0,0,0,0,0,0,2,2
0.454545454545,0.400746752939,0.0204933612426,0.436794143973,-0.241036735756,131.077150139,Purples,0,0,0,0,0,0,2,1
0.636363636364,0.172476442302,-0.0348979226165,1.20833893715,-0.375209149596,154.083072655,Purples,0,0,0,0,0,0,2,1
0.545454545455,-0.110806759229,0.0986681989989,-0.473926174888,-0.58940696726,190.088957845,Purples,0,0,0,0,0,0,4,1
0.0909090909091,-0.335506864417,-0.553005196317,-0.572665715524,-0.318380783882,184.882387227,Browns,0,0,0,0,0,0,7,1
0.181818181818,-0.341116698462,-0.860571499313,-0.741897196349,-0.615567510814,230.616373681,Browns,0,0,0,0,0,0,4,1
0.818181818182,0.688866550015,1.28780006344,-0.343333149857,-0.944281751564,261.487933245,Greens,0,0,0,0,0,0,1,1
0.363636363636,-0.661843761031,-0.838156185865,-0.698699669385,-0.40064151815,225.579415191,Browns,0,0,0,0,0,0,1,1
0.0909090909091,-0.869413407052,-0.788838061827,0.392382473391,0.210377651733,195.094728385,Oranges,0,0,0,0,0,0,5,0
0.0,-0.502790648261,-0.749106591441,-1.01984382161,-0.787817481876,250.589697949,Browns,0,0,0,0,0,0,2,1
0.181818181818,-0.77379759931,-0.805236068774,0.261935806835,-0.752196079075,263.462389732,Browns,0,0,0,0,0,0,7,1
0.454545454545,-2.85914835436,-2.93481043664,3.8124955026,-2.18954239197,630.891461799,Blues,0,0,0,0,0,0,2,2
0.454545454545,-3.28224336443e-15,-1.0844982855,-0.0902164013998,-0.262003783916,210.957619213,Oranges,0,1,0,0,0,0,6,0
0.409090909091,0.695285594877,1.50812302601,0.777292735669,-0.883177092426,269.132268262,Greens,1,0,0,0,0,0,1,1
0.909090909091,-0.182812122311,0.0493469916191,1.14519875137,0.0213569432131,124.563598449,Purples,0,0,0,0,0,0,1,1
0.272727272727,-0.991325031009,-0.659563033247,0.655265156381,-0.590147469245,255.464452579,Pinks,0,0,0,0,0,0,1,1
0.545454545455,-0.127887913456,-0.117976132795,-0.794913044656,0.165812684859,109.114151093,Purples,0,0,0,0,0,0,4,1
0.363636363636,-0.527066056272,-0.632183941021,-0.762295983576,-0.595398867639,226.703082762,Browns,0,0,0,0,0,0,1,1
0.0909090909091,0.106230957677,-0.789801862249,0.113280639816,0.441390910075,119.029845253,Greys,0,0,0,0,0,0,5,0
0.272727272727,-3.28224336443e-15,-0.52438843225,-0.809717472902,0.259664168296,210.695886717,Oranges,0,1,0,0,0,0,5,0
0.0909090909091,2.17195125904,0.155970689253,0.28636993247,2.52360942984,287.457571387,Pinks,0,0,0,0,0,0,7,1
0.454545454545,-0.0688736631378,0.279524947592,0.0272378784529,-0.116162955834,134.08863914,Purples,0,0,0,0,0,0,2,1
0.0,0.262513973669,0.677234018203,-0.985179627236,-0.0127092899897,124.872467758,Oranges,0,0,0,0,0,0,5,0
0.545454545455,1.86896544111,-0.252720458306,-0.671577779564,2.10940747568,227.811858787,Pinks,0,0,0,0,0,0,0,1
0.727272727273,1.09677738486,1.06271484207,-1.41186618429,1.8905216958,196.031755042,Yellows,0,0,0,0,0,0,0,2
0.454545454545,-0.575538860044,-0.020334892239,-0.112677859009,0.323535453505,134.002163164,Purples,0,0,0,0,0,0,4,1
0.272727272727,1.88270996419,-0.023587194587,0.711530434069,2.13532461864,228.441281548,Pinks,0,0,0,0,0,0,7,1
0.0909090909091,-0.131293472877,0.378497091546,-0.482068874327,0.726741152616,82.649747187,Reds,0,0,0,0,0,0,3,0
0.545454545455,-1.47164885869,0.123271736178,-0.36793035829,-0.510511154358,270.867752166,Whites,0,0,0,0,0,0,0,1
0.727272727273,0.824715360654,1.73497363568,-0.870156094819,-0.958541349529,293.896754026,Greens,0,0,0,0,0,0,7,1
0.181818181818,-0.190674251775,-0.300679617188,0.403634378083,-0.0500005063523,139.518756512,Reds,0,0,0,0,0,0,3,0
0.636363636364,0.516872147163,1.67251995797,-0.17238783172,-0.956968984004,288.340079471,Greens,0,0,0,0,0,0,2,1
0.363636363636,-0.786523420514,-0.913156478972,-0.0826025864003,-0.736023536818,267.629927254,Browns,0,0,0,0,0,0,1,1
0.545454545455,0.935139805297,1.7421735706,0.0925050838044,-0.550497999093,257.098975029,Greens,0,0,0,0,0,0,7,1
0.454545454545,1.40871873155,-1.69253207448,-1.68795774738,1.51395093977,243.114199917,Yellows,0,0,0,0,0,0,7,2
0.545454545455,0.506610079512,1.28558646343,0.221205389635,-0.722501995703,236.919981551,Greens,0,0,0,0,0,0,1,1
1.0,-0.183443286317,0.160666230342,-0.659348402608,0.127216742624,114.585261261,Purples,0,0,0,0,0,0,0,1
0.545454545455,0.349938833933,1.47317392461,-0.373216733309,-0.902564045685,269.811831084,Greens,0,0,0,0,0,0,1,1
0.272727272727,0.181638629212,0.316893046543,0.44808167927,0.837284855779,52.2039036217,Whites,0,0,0,0,0,0,4,1
0.909090909091,0.79677833925,1.36946111053,0.774908359822,-0.859198807955,257.88181336,Greens,0,0,0,0,0,0,0,1
0.181818181818,0.0775571603936,-0.611610181902,0.930896047106,-0.285207189151,165.941582216,Greys,0,0,0,0,0,0,5,0
0.363636363636,1.97558558158,-0.0527090563404,-0.295767690517,2.15473741317,236.450887016,Pinks,0,0,0,0,0,0,4,1
0.545454545455,-0.14926822966,-0.367587476579,-0.604579098309,0.143294145905,121.879468132,Purples,0,0,0,0,0,0,4,1
0.909090909091,0.570092320973,1.25966254789,-0.265227383565,-0.852650149063,249.357823751,Greens,0,0,0,0,0,0,1,1
0.363636363636,-0.253400700286,0.17798786858,-0.276596255964,0.102015758706,122.253279658,Purples,0,0,0,1,0,0,7,1
0.636363636364,-0.214411027922,0.0835474818003,-0.984774836748,0.328099202333,100.069242933,Purples,0,0,0,0,0,0,4,1
0.363636363636,-0.0660400389569,-1.32233680149,0.671182880309,0.362026685368,182.129663691,Oranges,0,0,0,0,0,0,5,0
0.272727272727,-0.660189774161,0.0354497185746,-0.57628188136,-0.130833722677,173.872882487,Oranges,0,0,0,0,0,0,5,0
0.0909090909091,-0.389524163723,-0.710769187355,1.05454799769,-0.687891836125,232.975251828,Browns,0,0,0,0,0,0,2,1
0.454545454545,0.722205151513,1.36418633232,-0.555539690439,-1.07246250921,280.625918909,Greens,0,0,0,0,0,0,7,1
0.272727272727,0.0632430353498,-0.247341883737,-1.01572491314,0.530578091073,72.5787727543,Browns,0,0,0,0,0,0,4,1
0.636363636364,0.557887908015,1.28648199871,-0.947355747965,-0.734295992897,238.10175623,Greens,0,0,0,0,0,0,4,1
1.0,-0.365142352484,0.560267911466,-0.599593684395,0.219375430023,132.656519509,Purples,0,0,0,0,0,0,0,1
0.272727272727,-0.58818847627,-0.9194376637,0.219021728432,-9.46189210902e-15,245.748957543,Browns,0,0,0,0,1,0,4,1
0.545454545455,0.361861734545,0.497562951631,-0.841889514065,-0.715178642649,199.11924331,Purples,0,0,0,0,0,0,7,1
0.0,0.315590611248,0.0266495029666,-0.805168450194,0.948013476234,40.9000804096,Browns,0,0,0,0,0,0,2,1
0.727272727273,-0.150984757773,0.369663069451,-0.947843591672,-0.183748329946,210.695886717,Purples,0,0,0,0,0,0,7,1
0.818181818182,1.14631514986,1.16789679354,2.14052259399,-1.10139411636,278.619557209,Yellows,0,0,0,0,0,0,0,2
0.909090909091,0.529380323135,0.822218659795,0.793611063626,-1.10789590494,258.069525606,Greens,0,0,0,0,0,0,1,1
0.636363636364,0.434101201306,1.777132129,1.45673882349,0.0498873371979,214.386942445,Blues,0,0,0,0,0,0,0,2
0.454545454545,0.176832333872,-0.460950638976,-0.408171408121,0.102619895065,113.362476418,Purples,0,0,0,0,0,0,7,1
0.181818181818,0.174205445494,-0.89124081034,-0.0238519817639,0.36939499483,129.59687525,Greys,0,0,0,0,0,0,3,0
0.181818181818,-0.581737876583,0.405555216813,-0.43919338135,0.572090180886,129.564126716,Oranges,0,0,0,0,0,0,5,0
0.454545454545,0.100025048124,0.45398749357,-1.0851887552,0.154295819153,101.7797758,Purples,0,0,0,0,0,0,2,1
0.363636363636,-1.12127592172,-0.119600017045,-0.306592577912,0.169405775268,195.006431785,Oranges,0,0,0,0,0,0,5,0
0.727272727273,-0.481013512767,0.22870304532,-0.484718954566,0.610928613452,114.316823667,Purples,0,0,0,0,0,0,4,1
0.545454545455,0.775050609636,1.79289678221,-0.962534142607,-0.845436410868,286.747785474,Greens,0,0,0,0,0,0,4,1
0.454545454545,-0.348830177338,-0.0108022998782,-0.461134717708,-0.0299754331297,141.566799382,Purples,0,0,0,0,0,0,7,1
1.0,0.615669539486,1.28814450464,-0.0471106993521,-1.19400555651,289.924797835,Greens,0,0,0,0,0,0,0,1
0.272727272727,2.1818106096,0.0218035853692,-0.975888731866,2.62555922941,299.172548128,Pinks,0,0,0,0,0,0,1,1
0.272727272727,-0.0214418220715,-0.44414808492,-0.460063758836,0.667716877307,88.7989005837,Browns,0,0,0,0,0,0,4,1
0.545454545455,0.0679176261187,-0.524975217546,2.97050780325,-0.0753631053078,139.409071712,Blues,0,0,0,0,0,0,1,2
0.636363636364,-0.168444908142,-0.943187838028,-0.662054932061,-0.468854972214,213.522963474,Purples,0,0,0,0,0,0,1,1
0.454545454545,0.563042636475,1.19261188519,0.0589991741153,-1.15976141716,280.868688427,Greens,0,0,0,0,0,0,2,1
0.363636363636,-0.111797384073,0.146881315765,-0.276596255964,0.0609203529269,115.94940954,Purples,0,0,0,1,0,0,7,1
0.272727272727,-0.422918834768,-0.784135345581,-0.275387790634,-0.455754601559,214.444919546,Browns,0,0,0,0,0,0,4,1
0.545454545455,-0.631181029126,0.670670429703,-0.880551341747,0.589155407677,145.305669652,Purples,0,0,0,0,0,0,1,1
0.272727272727,2.13446025236,0.083146043883,0.00492167603531,2.4336988234,210.695886717,Pinks,0,0,0,0,0,0,7,1
0.909090909091,-3.28224336443e-15,0.922509556663,0.211444145783,-1.35677507743,293.003791153,Greens,0,1,0,0,0,0,0,1
0.181818181818,-0.649417773145,-1.12980441232,-0.929875265175,-0.741622540081,272.596411046,Browns,0,0,0,0,0,0,7,1
0.454545454545,0.504220789523,0.115639735887,-0.925230326081,0.795852715533,12.7482128661,Browns,0,0,0,0,0,0,0,1
0.363636363636,0.373896257042,0.82750429444,-0.845013281361,-1.39753880953,295.503037213,Greens,0,0,0,0,0,0,7,1
0.363636363636,0.811546514286,-0.397069706044,-0.85702749596,0.517298132417,66.3714133826,Purples,0,0,0,0,0,0,2,1
0.727272727273,-0.246968492774,0.40107773237,-0.974150405745,0.438320989999,102.611760117,Purples,0,0,0,0,0,0,7,1
0.363636363636,-0.372594168421,-0.700510566343,-0.0465823432085,-0.525171525883,214.637177465,Browns,0,0,0,0,0,0,1,1
0.363636363636,1.04409251433,1.31554238872,0.0557585993658,-0.68771038281,239.608167568,Greens,0,0,0,0,0,0,7,1
0.454545454545,-0.988284002379,1.06636042568,1.45884321567,1.3159097893,213.374279637,Yellows,0,0,0,0,0,0,7,2
0.727272727273,-0.165271542827,0.82668778029,-0.691234640172,0.0513561506849,147.133648699,Purples,0,0,0,0,0,0,7,1
0.545454545455,0.598643896357,1.69935321513,-0.702500902371,-0.845898850719,278.995017864,Greens,0,0,0,0,0,0,1,1
0.454545454545,0.0644311785322,0.206179780651,-0.462911586523,-0.281295700221,146.136852163,Purples,0,0,0,0,0,0,2,1
0.545454545455,-0.0412863999267,0.433391239626,1.03118111101,-0.12992702046,138.180318889,Purples,0,0,0,0,0,0,7,1
0.363636363636,1.94761151261,-0.141719763451,-0.886658766591,2.18444473381,238.743914502,Pinks,0,0,0,0,0,0,4,1
0.727272727273,-1.06040804516,1.6804425811,2.02864637244,0.0330005237911,267.499543245,Blues,0,0,0,0,0,0,0,2
0.181818181818,-0.631203249799,-0.758982905148,-0.650524197392,-0.747881231349,210.695886717,Browns,0,0,0,0,0,0,4,1
0.272727272727,-0.656436365817,0.162922086475,0.380573578865,-0.625982424289,222.418246205,Pinks,0,0,0,0,0,0,7,1
0.818181818182,1.0110585004,1.40092127722,-0.0380503635714,-0.525412622467,228.755432704,Greens,0,0,0,0,0,0,4,1
0.363636363636,-0.36129390071,0.69518080663,-0.0642299814804,0.0154238467663,154.42209057,Purples,0,0,0,0,0,0,2,1
0.181818181818,-0.690811903717,-0.722334284542,-0.378087792412,-0.78536521318,258.711305869,Browns,0,0,0,0,0,0,7,1
1.0,-3.28224336443e-15,-0.199457310224,0.185987242553,-0.143307377916,149.450596679,Purples,0,1,0,0,0,0,0,1
0.545454545455,0.569972142848,0.388467354089,0.177207567584,0.264357672403,71.4582777249,Purples,0,0,0,0,0,0,2,1
0.363636363636,0.75951680653,1.14928234278,0.668957609785,-0.733958299114,229.962660074,Greens,0,0,0,0,0,0,2,1
0.181818181818,-0.20930075658,-0.327296750345,-1.02956261159,0.47167597763,102.339080445,Browns,0,0,0,0,0,0,4,1
0.636363636364,0.392088584644,1.3959714251,-0.446820423377,-9.46189210902e-15,272.313769493,Greens,0,0,0,0,1,0,7,1
0.454545454545,-0.237837078402,-0.326813057861,-0.696060475479,1.24491927268,119.361766531,Whites,0,0,0,0,0,0,1,1
0.727272727273,-1.01479999662,-1.83950251079,-0.99692450877,-1.35264482705,390.973718111,Yellows,0,0,0,0,0,0,0,2
0.272727272727,-0.742122707377,-0.99806654126,-0.523441116447,-0.649824908181,261.403259505,Browns,0,0,0,0,0,0,1,1
0.363636363636,-0.838822635762,-0.589765491277,-0.712093202986,0.334707088046,176.189705823,Greys,0,0,0,0,0,0,3,0
0.272727272727,-0.521476367545,-0.324378806778,0.0435178278293,1.17844474395,210.695886717,Whites,0,0,0,0,0,0,4,1
0.454545454545,0.540718817622,1.54379743675,-0.156501442361,-0.692630609622,252.094459426,Greens,0,0,0,0,0,0,4,1
0.272727272727,-0.694475289738,-0.326906277259,-0.773984316128,0.467399867664,146.588594983,Reds,0,0,0,0,0,0,3,0
0.545454545455,2.18521679348,0.25475646812,0.237494937387,2.31162843008,266.35944214,Pinks,0,0,0,0,0,0,0,1
0.454545454545,0.784678449406,1.55544994842,-0.573573118926,-0.909464468996,275.683737706,Greens,0,0,0,0,0,0,7,1
0.727272727273,0.455447398476,1.43015756557,0.0457957552489,-0.672070167747,241.959600252,Greens,0,0,0,0,0,0,7,1
0.727272727273,0.637412040624,-0.244147364911,0.536848304974,0.550814237228,45.3293059004,Purples,0,0,0,0,0,0,0,1
0.545454545455,-0.272387400323,0.966667068416,-0.989303784839,0.477840239748,139.51056153,Purples,0,0,0,0,0,0,7,1
0.363636363636,-0.12485239243,0.13148513531,-0.952735769625,-0.0742108620735,130.902932935,Purples,0,0,0,0,0,0,2,1
0.181818181818,0.318056431499,0.49593608265,0.837373085422,-0.240684731222,140.468661186,Oranges,0,0,0,0,0,0,5,0
0.545454545455,0.865706901292,1.54996949671,-0.948728708154,-0.964591499271,281.809125811,Greens,0,0,0,0,0,0,4,1
